Id,SalePrice
1461,125993.25538710912
1462,149188.781426079
1463,176749.52036091936
1464,182854.428548077
1465,202313.90168564356
1466,181416.22752812091
1467,166916.53115775943
1468,173793.90207659302
1469,179196.78644186526
1470,125863.60366125261
1471,203727.54169771497
1472,101945.05364655644
1473,105826.37765737619
1474,160657.738332047
1475,140015.16597753865
1476,369271.7632072901
1477,251663.95333318834
1478,309480.55895574973
1479,290707.20074840146
1480,443885.95906508714
1481,308587.7108835755
1482,209363.16561039526
1483,178644.31059620847
1484,179933.94186081324
1485,173720.5200363577
1486,196257.70819663603
1487,322813.2816968677
1488,247624.39601456805
1489,193577.47238969296
1490,199716.73422922552
1491,195351.4593043857
1492,102906.12723017755
1493,180084.52126208722
1494,301529.2596966153
1495,295825.21036425355
1496,232984.75876278736
1497,193711.0491437553
1498,159277.17142687895
1499,159240.54716770133
1500,156807.51963297566
1501,170159.69010212048
1502,165741.85574981314
1503,282032.57339764276
1504,229353.93432445574
1505,214954.66045582286
1506,178933.94965316646
1507,221131.34863619658
1508,195315.14114871077
1509,163413.98598463892
1510,149341.1826793666
1511,150812.79958352368
1512,164200.20235222945
1513,155156.8678890874
1514,158101.2100601271
1515,190686.4944385641
1516,168773.55297795215
1517,146895.90203232382
1518,137056.46465036995
1519,222562.38304618187
1520,138058.255900692
1521,141622.5907053449
1522,166958.89945956806
1523,115213.54183731499
1524,122654.9148841993
1525,127148.80635262528
1526,126620.39169592345
1527,108787.36537534768
1528,123989.83342402753
1529,142187.82104434076
1530,166599.2245893874
1531,135881.14988006535
1532,111739.60638775675
1533,142524.21397281275
1534,115223.79642140579
1535,155691.2920230344
1536,122342.35131704342
1537,92332.40335775031
1538,184373.97513144166
1539,244273.82720321455
1540,126516.03874422016
1541,147790.0490222048
1542,144131.05226467393
1543,201957.13509958793
1544,86183.07446473779
1545,110537.42214710586
1546,125608.94994790253
1547,137747.3795502665
1548,134041.46404908714
1549,118555.36431953522
1550,147011.50646499856
1551,125230.9656956137
1552,148334.00511737933
1553,147449.54359136065
1554,114376.52265309768
1555,168041.8991254285
1556,94591.40857601543
1557,131945.30912732464
1558,97796.20462557812
1559,122620.74258727772
1560,153160.44975240002
1561,157448.51230552184
1562,123852.65651440463
1563,123376.38859979514
1564,161824.89666486194
1565,153556.69493350893
1566,219729.5092413833
1567,84164.0706749329
1568,213867.7962915824
1569,147330.66940502852
1570,129855.24761414806
1571,137194.51803531355
1572,142004.45797170117
1573,233685.48702038638
1574,141365.1256579508
1575,215153.72528995402
1576,220999.09849363344
1577,192982.82307969363
1578,157137.6834444434
1579,137872.84069431928
1580,192488.58475831978
1581,136423.84346254801
1582,129265.80273154684
1583,343522.6771174134
1584,239149.99088443798
1585,142228.131287873
1586,80596.03306952286
1587,111968.7469769908
1588,147229.4219678226
1589,100175.0128123391
1590,135072.41771658213
1591,111121.29770739238
1592,131166.37360789636
1593,124809.85861228249
1594,130299.535311568
1595,133306.16991306527
1596,228185.56815976807
1597,162514.82294326773
1598,187658.9042206496
1599,199725.56118862436
1600,199154.70273749303
1601,88370.82244347382
1602,118223.15078078143
1603,106469.97985659166
1604,291103.88349797786
1605,255490.77007818883
1606,163409.92652907927
1607,175929.12307169393
1608,205818.42177883745
1609,188288.41059424102
1610,157848.05791553739
1611,148363.8136732228
1612,168045.51110567467
1613,166326.59403085255
1614,123144.25896012138
1615,90981.07182414539
1616,88522.04950590373
1617,95385.6834411734
1618,123840.78890029519
1619,133469.19214015035
1620,162499.88886303818
1621,138189.5200891632
1622,145805.19539207174
1623,287062.89850793907
1624,209371.43253557206
1625,130353.63544078985
1626,172194.27454057746
1627,183139.32444498214
1628,279963.39544201316
1629,179675.22311720642
1630,344240.0413557903
1631,216853.3559170593
1632,249147.66282325613
1633,169900.57699670564
1634,181709.9186720375
1635,179383.6367411378
1636,164518.26487725263
1637,173236.1550654619
1638,212227.16009682522
1639,176568.2902613626
1640,245171.57263425773
1641,177791.32547562552
1642,214891.1335092414
1643,226785.58053963634
1644,222199.8161890033
1645,178017.21863889694
1646,154995.54490229412
1647,167045.36668068139
1648,143082.77975001954
1649,134958.05490569398
1650,123509.98351221326
1651,120659.35774864789
1652,102679.86861545253
1653,103513.86523159248
1654,162896.69251191185
1655,158603.15535233953
1656,158351.83216798573
1657,162115.81454163685
1658,163358.1484160138
1659,141568.57757276294
1660,146954.6486079799
1661,431464.9240156341
1662,371456.1958702659
1663,374577.12865704135
1664,441237.07051919657
1665,316976.84344286524
1666,330232.7308107333
1667,356374.45317145245
1668,329512.2887772349
1669,311242.43139834655
1670,337488.1829926664
1671,254494.09129450482
1672,436070.13740508375
1673,310535.9018941121
1674,255171.12766263032
1675,186052.66654752355
1676,185753.18585991592
1677,199269.96131674023
1678,433500.9384575411
1679,389812.1173345971
1680,310440.3784598124
1681,263569.7677752893
1682,306875.1117547084
1683,192354.49522522424
1684,179930.1151828318
1685,177048.38313565828
1686,180626.59080487557
1687,171110.73029049247
1688,189824.6372926598
1689,193293.82129770136
1690,188032.50342755046
1691,175327.78218915474
1692,274172.830275335
1693,171380.39269057405
1694,180601.45929992176
1695,171934.31406045574
1696,269787.6062151816
1697,172067.83670032688
1698,340249.52718351467
1699,336832.13683815056
1700,240826.02809334736
1701,263927.7283495845
1702,257638.05994520074
1703,253275.65535278016
1704,294045.58369288273
1705,235195.19876842416
1706,426673.3288175852
1707,200604.39297899947
1708,198553.0090323129
1709,283406.4539016143
1710,227000.76487167724
1711,272105.21617179667
1712,253913.30374974688
1713,256326.31872850496
1714,222534.1794632973
