Id,SalePrice
1461,127587.14821282998
1462,156198.35837765914
1463,177877.61191172322
1464,181291.16519743402
1465,198996.5704339681
1466,182311.21247888808
1467,168214.023593653
1468,175054.0249581321
1469,181400.30926776546
1470,118165.63743675705
1471,193645.276539693
1472,94234.50478893817
1473,97591.26694098041
1474,157940.6933679088
1475,145647.20271455328
1476,389269.5648938191
1477,251808.91918282938
1478,308791.4463367705
1479,235092.64380077668
1480,461449.12734343426
1481,309248.6319906381
1482,206772.7136620916
1483,178368.1809362343
1484,179270.69459311728
1485,171560.36693859377
1486,203733.62483345182
1487,330936.3921455522
1488,236175.29854521065
1489,211642.59473849964
1490,196679.5157584443
1491,191305.92857791125
1492,99516.2698704186
1493,176205.9840737886
1494,301306.1431522424
1495,300294.4706078907
1496,223591.34690426162
1497,195515.49520099
1498,152005.19700064356
1499,151251.41588132957
1500,153391.5654632472
1501,175063.7521533181
1502,167724.5442128949
1503,292434.8952015824
1504,228504.3378901087
1505,209499.16107200857
1506,179802.41892331536
1507,216094.59676450794
1508,195775.23401816332
1509,163141.89982474773
1510,152126.73180066128
1511,152254.07156719087
1512,164904.64068863099
1513,149619.85106141484
1514,168865.76250370275
1515,180162.64753827138
1516,164876.9336008866
1517,152910.69280988871
1518,130413.6372241832
1519,229918.95938382958
1520,139117.31148829844
1521,146351.00337856167
1522,166160.86202742663
1523,113541.3620127933
1524,124049.90922172708
1525,129678.8712337369
1526,128884.35046919555
1527,99617.09621253352
1528,128829.43305312828
1529,141539.25303810128
1530,169530.4996738556
1531,130353.16497642458
1532,107742.11500689333
1533,143427.0071509559
1534,117785.73169226325
1535,163472.59287352843
1536,116178.09546724612
1537,77735.28057613086
1538,184722.70680215198
1539,245486.11368269025
1540,110163.86883208495
1541,151739.87993130466
1542,144210.37443949425
1543,225966.1085889522
1544,77651.27046202238
1545,106720.81754980188
1546,121979.16804914064
1547,140760.8449642988
1548,139484.54723668896
1549,115738.8953909151
1550,137055.3969838667
1551,117266.11612635241
1552,139212.17506650652
1553,142342.73191792218
1554,112728.8079025033
1555,173895.69460444688
1556,93897.67370772515
1557,127013.90692135853
1558,92906.38029771765
1559,109358.44130862839
1560,155166.83220598503
1561,151938.48439947647
1562,124316.40223226574
1563,122012.09633044525
1564,161869.58671191215
1565,153559.77091750895
1566,214682.38888239957
1567,73328.76662281291
1568,220428.5134788364
1569,142423.09909210703
1570,126982.36431740515
1571,134709.90824121537
1572,144896.03778166894
1573,253486.8672286909
1574,114118.70435063003
1575,209060.53081887073
1576,213838.52599606535
1577,204317.56078310727
1578,157755.9267493939
1579,141904.271455756
1580,192916.68771087407
1581,142141.10822436112
1582,129134.97669405967
1583,339585.1551652931
1584,239780.5522187074
1585,141010.70200187492
1586,69676.16158680555
1587,106680.20676301107
1588,150653.26894249365
1589,99949.61713764963
1590,130604.63212038166
1591,106814.98833362927
1592,124094.59652789164
1593,117397.21931511135
1594,143295.8236613862
1595,117949.2353533152
1596,225172.31756695974
1597,170234.16683374473
1598,186326.78455639898
1599,213047.02327920884
1600,191508.08444193422
1601,79333.7682154294
1602,115002.81510043258
1603,99915.92393380887
1604,281601.3812681224
1605,247191.04204321132
1606,169011.25920441365
1607,174656.67274958937
1608,210161.8953641646
1609,198915.33432905268
1610,155184.56366223766
1611,152215.59308253496
1612,152087.36853306857
1613,170317.7895707026
1614,120440.27089830306
1615,86528.52114217482
1616,80529.04784491264
1617,88856.06584686678
1618,125969.63045730343
1619,134605.5012492039
1620,156456.37378875702
1621,140137.66973107547
1622,149803.85878124536
1623,296877.14844787825
1624,213530.96779215866
1625,131068.56505261833
1626,170419.18788627678
1627,186706.55230626222
1628,278474.72882329277
1629,175188.82507302347
1630,346517.27120779216
1631,233612.74026729882
1632,247445.28166273946
1633,167942.59450246757
1634,179767.31253946145
1635,177890.42710838682
1636,165863.76341712085
1637,170783.5260984924
1638,219267.17388021183
1639,179344.202103947
1640,259758.93435222295
1641,182330.52598845807
1642,217591.2840509519
1643,223735.96862951
1644,226115.82161334693
1645,176049.69519706003
1646,155243.66831410446
1647,163188.1921785257
1648,143941.25393978617
1649,139200.25670943572
1650,118508.01358289676
1651,119241.2698346054
1652,92897.15411858553
1653,95454.13598810526
1654,158651.41567336823
1655,158246.11749357852
1656,156241.77945627942
1657,158453.85078557086
1658,155316.2596391652
1659,141376.11221196695
1660,147207.310630056
1661,441526.14341529296
1662,395374.13039033284
1663,387428.0754129323
1664,431808.5078169192
1665,317948.60172675544
1666,338874.9209615384
1667,360441.68145945354
1668,327875.3997211277
1669,302850.1007410741
1670,339872.04864873854
1671,268469.75885042554
1672,491440.03968452377
1673,297684.129738697
1674,251983.94496250883
1675,187228.36834722036
1676,190166.59056525398
1677,210864.96024216144
1678,441459.7625021645
1679,390316.2314299728
1680,323661.9838435036
1681,272229.99450036074
1682,300899.99274726195
1683,189523.18924633745
1684,170811.87854602604
1685,173796.78573697462
1686,169541.52069451817
1687,165727.7747420169
1688,184934.42325239707
1689,189789.58270954757
1690,183014.50811073143
1691,173991.39264908424
1692,266019.9229690508
1693,168028.86069131346
1694,183813.61526529034
1695,170197.87226436994
1696,274814.0550798491
1697,172985.8616321962
1698,339399.57875526877
1699,326465.4709054172
1700,230554.2284587634
1701,263164.8329279758
1702,256329.51518249474
1703,252541.83092270675
1704,297606.0638703548
1705,237066.58678473614
1706,449429.05692261906
1707,219828.39324178064
1708,217239.0746837539
1709,285658.8851953293
1710,221233.05111885673
1711,262725.88330409845
1712,227561.3455276568
1713,256682.57064451886
1714,216727.79550377798
1715,196988.49106421802
1716,170786.31846176044
1717,160699.58063124766
1718,140572.7501143628
1719,206487.9826350945
1720,252829.24786183503
1721,163882.76034531352
1722,130021.69350392945
1723,155849.0557247334
1724,216576.1571061227
1725,232337.50849651996
1726,186055.60704451238
1727,173197.15072211504
1728,184902.94389254923
1729,165844.81950531603
1730,170917.71295210332
1731,122226.0496234681
1732,133357.57553382244
1733,123582.73982062754
1734,134545.25963125686
1735,130202.68866283106
1736,117333.11645105462
1737,362675.4900398629
1738,213965.47461638786
1739,280553.4863195048
1740,189004.5039114666
1741,181363.5870691216
1742,174980.4158782262
1743,175119.71335462696
1744,303916.4539881315
1745,243157.8306816395
1746,283080.38551537355
1747,219179.84515950634
1748,206588.44328703894
1749,161083.10905152484
